StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Prolific-ID,Q3,Q4,Q5_1,Q5_2,Q5_7,Q6,Q7,Q8,Q9,Q9_9_TEXT,Q10,Q10_11_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_7_TEXT,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q33_4_TEXT,Q34,Q35,PROLIFIC_PID
2024-09-30 15:40:39,2024-09-30 15:49:30,IP Address,41.122.11.153,100,530,True,2024-09-30 15:49:31,R_8hZpu7XUcDczd5q,,,,,-29.8556,31.0449,anonymous,EN,Yes,66ab89b34f0525b16b74e5aa,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,8,8,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard,Microsoft Copilot",,"Automating repetitive tasks,Customer support (e.g., chatbots),Enhancing productivity or workflow,Personalization of products/services,Predictive analytics and forecasting,Research and development,Decision-making assistance,Improving software or product development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,One-on-one mentoring or coaching,Watching video tutorials",,"Lack of access to resources or training,Difficulty understanding the concepts,Lack of support from management or organization,Uncertainty about where to start",,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Might or might not,Definitely yes,Finance and Insurance,Finance & Accounting,More than 250 employees,More than â‚¬50 million,South Africa,Female,,Master's degree,45-54 years old,66ab89b34f0525b16b74e5aa
2024-09-30 15:34:58,2024-09-30 15:49:38,IP Address,185.101.177.73,100,880,True,2024-09-30 15:49:39,R_24ohmUcDq5FPrAl,,,,,41.1691,-8.6793,anonymous,EN,Yes,6070f7d0c52057db9d9a9dd9,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",7,3,0,Neutral,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.",ChatGPT,,"Generating content (e.g., text, images, code)",,"No, I donâ€™t see any problems with using AI in my role.",Somewhat interested,1-3 hours,Text generation,"Self-paced online courses,Instructor-led workshops or webinars,Watching video tutorials",,Lack of time,,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Neutral,Probably yes,Probably yes,Probably not,Might or might not,Government and Public Administration,Operations,50-100 employees,â‚¬5 million to â‚¬10 million,Portugal,Female,,Master's degree,18-24 years old,6070f7d0c52057db9d9a9dd9
2024-09-30 15:37:38,2024-09-30 15:49:44,IP Address,41.144.32.36,100,725,True,2024-09-30 15:49:44,R_8Gl97VKAq4H8zFg,,,,,-29.9056,30.9405,anonymous,EN,Yes,668970d8dd2605a617d7c2e3,"I can use AI tools such as ChatGPT, but I cannot code",Rarely,7,5,7,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard,Microsoft Copilot",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Data analysis and insights,Customer support (e.g., chatbots),Research and development,Improving software or product development",,Iâ€™m not sure.,Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Lack of time,Difficulty understanding the concepts,Fear of AI replacing jobs",,"Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Somewhat dissatisfied,"Yes, AI has slightly improved my job satisfaction",Neutral,Definitely yes,Definitely yes,Might or might not,Might or might not,"Agriculture, Forestry, Fishing and Hunting",Other,50-100 employees,Less than â‚¬1 million,South Africa,Female,,Master's degree,18-24 years old,668970d8dd2605a617d7c2e3
2024-09-30 15:38:41,2024-09-30 15:49:45,IP Address,102.221.220.171,100,663,True,2024-09-30 15:49:45,R_81dJniqWLqipdqV,,,,,-23.8287,30.1672,anonymous,EN,Yes,6127b2bd966818c0cd491fc6,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",5,3,1,Neutral,"Yes, but there are some restrictions or guidelines.","No, I do not use them at work.",Microsoft Copilot,,"Research and development,Decision-making assistance",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Lack of support from management or organization,Uncertainty about where to start,No significant barriers",,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is somewhat important.",Somewhat dissatisfied,"Yes, AI has slightly improved my job satisfaction",Very comfortable,Probably yes,Probably yes,Might or might not,Probably yes,Legal Services,Legal,10-49 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,18-24 years old,6127b2bd966818c0cd491fc6
2024-09-30 15:39:22,2024-09-30 15:50:00,IP Address,152.110.21.168,100,638,True,2024-09-30 15:50:01,R_2MPMn0lpGUIQl8J,,,,,-33.9249,18.4267,anonymous,EN,Yes,6091b2b1fec07f6e3f674cd3,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,6,8,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard,Microsoft Copilot",,"Generating content (e.g., text, images, code),Research and development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,I would prefer one-time learning dedication (not weekly recurring),Text generation,"Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,Lack of time,,"Yes, there is sufficient support and resources for training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat dissatisfied,"Yes, AI has slightly improved my job satisfaction",Very comfortable,Definitely yes,Might or might not,Definitely not,Probably yes,Retail,Sales & Marketing,50-100 employees,I do not know,South Africa,Female,,Bachelor's degree,25-34 years old,6091b2b1fec07f6e3f674cd3
2024-09-30 15:39:19,2024-09-30 15:50:03,IP Address,41.144.70.121,100,644,True,2024-09-30 15:50:04,R_8bFZenrYIvPrwiZ,,,,,-29.8556,31.0449,anonymous,EN,Yes,668ea44d89608c19779f2a81,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,10,10,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I use them regularly for my work.","ChatGPT,Microsoft Copilot",,"Automating repetitive tasks,Data analysis and insights,Customer support (e.g., chatbots),Enhancing productivity or workflow,Personalization of products/services,Predictive analytics and forecasting,Research and development,Decision-making assistance",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Watching video tutorials",,No significant barriers,,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Probably not,Probably yes,Retail,Sales & Marketing,50-100 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,25-34 years old,668ea44d89608c19779f2a81
2024-09-30 15:35:31,2024-09-30 15:50:06,IP Address,169.0.208.54,100,875,True,2024-09-30 15:50:07,R_2rSoTqvgp4DMoqh,,,,,-25.8775,28.168,anonymous,EN,Yes,613744726274415ebbc8d2a9,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",8,2,1,Not very confident,"Yes, but there are some restrictions or guidelines.",Rarely,"ChatGPT,OpenAI API,Microsoft Copilot",,Automating repetitive tasks,,"Yes, I see significant issues or concerns with using AI in my role.",Somewhat interested,1-3 hours,"Text generation,Image generation","Instructor-led workshops or webinars,Hands-on practice through projects or assignments,One-on-one mentoring or coaching",,"Difficulty understanding the concepts,Lack of support from management or organization",,"No, there is little to no support for employee training.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is somewhat important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Definitely yes,Probably yes,Probably yes,Might or might not,Information Services and Data Processing,Software Development,50-100 employees,Less than â‚¬1 million,South Africa,Male,,Bachelor's degree,18-24 years old,613744726274415ebbc8d2a9
2024-09-30 15:38:57,2024-09-30 15:50:10,IP Address,192.143.4.39,100,672,True,2024-09-30 15:50:10,R_2mjDaUCyn1AtrNa,,,,,-26.2309,28.0583,anonymous,EN,Yes,668a741045bcf95efdf3d7f4,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",9,1,1,Neutral,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",Other,Meta AI,Personalization of products/services,,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,More than 10 hours,Image generation,"Instructor-led workshops or webinars,Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Watching video tutorials",,"Lack of time,Lack of support from management or organization,Fear of AI replacing jobs",,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Neutral,Probably yes,Definitely yes,Probably not,Might or might not,Legal Services,Legal,50-100 employees,â‚¬5 million to â‚¬10 million,South Africa,Female,,Master's degree,25-34 years old,668a741045bcf95efdf3d7f4
2024-09-30 15:39:27,2024-09-30 15:50:14,IP Address,85.7.107.123,100,646,True,2024-09-30 15:50:14,R_2uG4nYdFTIh0I0h,,,,,47.4197,8.5139,anonymous,EN,Yes,652fbbdf61e6b6fcfb879ab0,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",8,4,4,Not confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,OpenAI API",,"Enhancing productivity or workflow,Research and development",,"Yes, I see significant issues or concerns with using AI in my role.",Very interested,1-3 hours,Speech generation,"Instructor-led workshops or webinars,Hands-on practice through projects or assignments,Watching video tutorials",,"Lack of time,No significant barriers",,"Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is somewhat important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Probably yes,Probably yes,Probably not,Might or might not,Software,IT & Technical Support,I do not know,I do not know,Switzerland,Male,,Master's degree,25-34 years old,652fbbdf61e6b6fcfb879ab0
2024-09-30 15:42:26,2024-09-30 15:50:18,IP Address,41.145.195.59,100,471,True,2024-09-30 15:50:19,R_2QfEjogFKHBUSm1,,,,,-26.2309,28.0583,anonymous,EN,Yes,6138c4f2d86575a7ec137709,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,0,0,Neutral,"No, it is banned at my workplace.","No, I do not use them at work.",Other,Grammarly,Research and development,,"Yes, I see significant issues or concerns with using AI in my role.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Hands-on practice through projects or assignments,One-on-one mentoring or coaching",,"Difficulty understanding the concepts,Lack of support from management or organization",,"Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is somewhat important.",Extremely satisfied,AI has no impact on my job satisfaction,Neutral,Probably yes,Might or might not,Probably not,Might or might not,"Education (K-12, College, University, Adult)",Other,More than 250 employees,â‚¬1 million to â‚¬5 million,South Africa,Male,,Bachelor's degree,25-34 years old,6138c4f2d86575a7ec137709
2024-09-30 15:40:37,2024-09-30 15:50:28,IP Address,155.93.162.125,100,591,True,2024-09-30 15:50:29,R_2qFXz0zoSCkHpXX,,,,,-26.1235,28.0113,anonymous,EN,Yes,6169a4b78adf69a9879220db,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",8,1,1,Neutral,"No, it is banned at my workplace.","No, I do not use them at work.",None of the above,,None of the above,,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,Less than 1 hour,"Text generation,Image generation","Self-paced online courses,Watching video tutorials",,Lack of time,,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Neither satisfied nor dissatisfied,AI tools are not being used in my company,Somewhat comfortable,Probably yes,Probably not,AI tools are not being used in my company,Probably not,Retail,Customer Service,10-49 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,25-34 years old,6169a4b78adf69a9879220db
2024-09-30 15:39:14,2024-09-30 15:50:29,IP Address,165.73.160.143,100,674,True,2024-09-30 15:50:29,R_2QybLxSMGvGt3BY,,,,,-33.6511,19.4322,anonymous,EN,Yes,60d845cb9b3d8e4911853cd9,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",9,5,8,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.",ChatGPT,,"Automating repetitive tasks,Generating content (e.g., text, images, code),Data analysis and insights,Enhancing productivity or workflow,Predictive analytics and forecasting,Research and development,Decision-making assistance",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Hands-on practice through projects or assignments,Reading documentation or manuals",,Fear of AI replacing jobs,,"Yes, there is sufficient support and resources for training.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Might or might not,Probably yes,Retail,Human Resources,More than 250 employees,More than â‚¬50 million,South Africa,Male,,Bachelor's degree,25-34 years old,60d845cb9b3d8e4911853cd9
2024-09-30 15:39:30,2024-09-30 15:51:06,IP Address,91.129.108.162,100,695,True,2024-09-30 15:51:06,R_8h0GNFCS67xjTqJ,,,,,58.9998,25.9856,anonymous,EN,Yes,5c83dfef72a7ef00107828b5,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",7,5,1,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard",,"Automating repetitive tasks,Data analysis and insights,Research and development,Decision-making assistance",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Watching video tutorials",,"Lack of time,Lack of access to resources or training,Uncertainty about where to start",,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat dissatisfied,"Yes, AI has slightly improved my job satisfaction",Very comfortable,Probably yes,Might or might not,Probably not,Might or might not,Construction,Operations,Fewer than 10 employees,"Less than â‚¬500,000",Estonia,Male,,Bachelor's degree,45-54 years old,5c83dfef72a7ef00107828b5
2024-09-30 15:37:52,2024-09-30 15:51:17,IP Address,105.12.1.223,100,804,True,2024-09-30 15:51:17,R_8Ym4MFvIoDAt2xj,,,,,-26.2309,28.0583,anonymous,EN,Yes,66a3b21338f55a028d623964,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,9,10,Neutral,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",ChatGPT,,"Automating repetitive tasks,Enhancing productivity or workflow,Predictive analytics and forecasting,Improving software or product development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,3-5 hours,Image generation,"Self-paced online courses,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Difficulty understanding the concepts,Fear of AI replacing jobs",,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Extremely satisfied,AI has no impact on my job satisfaction,Very comfortable,Definitely yes,Definitely yes,Might or might not,Might or might not,Information Services and Data Processing,IT & Technical Support,50-100 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,25-34 years old,66a3b21338f55a028d623964
2024-09-30 15:38:12,2024-09-30 15:51:20,IP Address,102.69.176.8,100,788,True,2024-09-30 15:51:21,R_8sEktoC1IvB4JNL,,,,,-33.91,18.4304,anonymous,EN,Yes,606c6e9f7e86c0264ab3d7d8,I am aware of AI but I haven't used any AI tools,"No, I have not used them.",5,5,5,Somewhat confident,"Yes, I am allowed to use it without restrictions.","No, I do not use them at work.",None of the above,,None of the above,,"Yes, I see significant issues or concerns with using AI in my role.",Not very interested,Less than 1 hour,Text generation,"Reading documentation or manuals,Watching video tutorials",,No significant barriers,,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","No, it is not very important.",Neither satisfied nor dissatisfied,AI tools are not being used in my company,Somewhat uncomfortable,Probably not,Probably not,Definitely not,Definitely not,Other,Other,1 employee,"Less than â‚¬500,000",South Africa,Male,,Bachelor's degree,25-34 years old,606c6e9f7e86c0264ab3d7d8
2024-09-30 15:35:34,2024-09-30 15:51:53,IP Address,41.122.6.44,100,978,True,2024-09-30 15:51:53,R_2OCSdyaATkZJOQ2,,,,,-29.8556,31.0449,anonymous,EN,Yes,668beb4c2ad85f88ca3c7f0f,I have no knowledge of AI,"Yes, I have used them occasionally.",5,3,3,Not very confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",Google Bard,,"Customer support (e.g., chatbots)",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Neutral,1-3 hours,Text generation,"Self-paced online courses,Reading documentation or manuals",,"Lack of time,Uncertainty about where to start",,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is somewhat important.",Extremely dissatisfied,"Yes, AI has slightly improved my job satisfaction",Very comfortable,Probably yes,Probably yes,Definitely not,Probably yes,Construction,Executive & Management,101-250 employees,More than â‚¬50 million,South Africa,Female,,Bachelor's degree,35-44 years old,668beb4c2ad85f88ca3c7f0f
2024-09-30 15:44:28,2024-09-30 15:52:05,IP Address,41.13.82.41,100,457,True,2024-09-30 15:52:06,R_8Gnx371ZnNR9FAd,,,,,-25.7599,28.2604,anonymous,EN,Yes,611cf1ee0787448303cf3f58,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",10,5,5,Somewhat confident,"Yes, but there are some restrictions or guidelines.",Rarely,"ChatGPT,OpenAI API,MidJourney",,"Generating content (e.g., text, images, code),Customer support (e.g., chatbots),Research and development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Lack of access to resources or training,Difficulty understanding the concepts,Fear of AI replacing jobs",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Very comfortable,Definitely yes,Might or might not,Probably yes,Probably not,Telecommunications,IT & Technical Support,More than 250 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,25-34 years old,611cf1ee0787448303cf3f58
2024-09-30 15:38:19,2024-09-30 15:52:28,IP Address,102.39.123.83,100,849,True,2024-09-30 15:52:28,R_8dGs3XdNBh0i0oO,,,,,-26.2309,28.0583,anonymous,EN,Yes,66c4bee97033b28852046240,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,8,8,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,OpenAI API,MidJourney,Microsoft Copilot",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Customer support (e.g., chatbots),Research and development",,"Yes, I see significant issues or concerns with using AI in my role.",Very interested,5-10 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Lack of time,Fear of AI replacing jobs",,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has significantly improved my job satisfaction",Somewhat comfortable,Definitely yes,Definitely yes,Might or might not,Probably yes,Government and Public Administration,Administrative,50-100 employees,Less than â‚¬1 million,South Africa,Female,,Bachelor's degree,25-34 years old,66c4bee97033b28852046240
2024-09-30 15:38:31,2024-09-30 15:52:50,IP Address,41.144.35.119,100,859,True,2024-09-30 15:52:51,R_2JVevNFv2ap5SiR,,,,,-29.9056,30.9405,anonymous,EN,Yes,6004ff08542fe932efbfd8a0,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",10,9,10,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","OpenAI API,Microsoft Copilot",,"Automating repetitive tasks,Customer support (e.g., chatbots),Enhancing productivity or workflow,Research and development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,More than 10 hours,Speech generation,"Self-paced online courses,Hands-on practice through projects or assignments,Watching video tutorials",,No significant barriers,,"Yes, there is sufficient support and resources for training.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Probably yes,Probably yes,Might or might not,Definitely not,Consulting,Other,Fewer than 10 employees,"Less than â‚¬500,000",South Africa,Female,,Bachelor's degree,25-34 years old,6004ff08542fe932efbfd8a0
2024-09-30 15:38:59,2024-09-30 15:52:55,IP Address,84.120.154.198,100,835,True,2024-09-30 15:52:56,R_8ZOZifbofFXrOi3,,,,,39.475,-0.4117,anonymous,EN,Yes,5f3466e39bf00338f776714b,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",4,1,0,Neutral,Iâ€™m not sure.,Rarely,ChatGPT,,"Generating content (e.g., text, images, code)",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,1-3 hours,Speech generation,"Self-paced online courses,Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Reading documentation or manuals,Watching video tutorials",,Lack of time,,Iâ€™m not sure.,"No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Probably yes,Probably yes,Might or might not,Might or might not,Hotel and Food Services,Operations,101-250 employees,I do not know,Spain,Female,,Bachelor's degree,35-44 years old,5f3466e39bf00338f776714b
2024-09-30 15:42:25,2024-09-30 15:53:10,IP Address,197.92.202.85,100,644,True,2024-09-30 15:53:10,R_8VO8kykEHtoolhQ,,,,,-26.2309,28.0583,anonymous,EN,Yes,66a90f6f07c10b6106aa0857,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,0,1,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,Microsoft Copilot,Other",Gemini,"Automating repetitive tasks,Generating content (e.g., text, images, code),Data analysis and insights,Enhancing productivity or workflow,Personalization of products/services,Research and development,Improving software or product development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,5-10 hours,Image generation,"Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Reading documentation or manuals,Watching video tutorials",,No significant barriers,,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has slightly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Definitely not,Might or might not,Finance and Insurance,Administrative,101-250 employees,â‚¬10 million to â‚¬50 million,South Africa,Female,,Bachelor's degree,18-24 years old,66a90f6f07c10b6106aa0857
2024-09-30 15:47:41,2024-09-30 15:53:25,IP Address,151.76.13.214,100,343,True,2024-09-30 15:53:25,R_2LXAI1ZcD7V7vHu,,,,,43.5939,13.5086,anonymous,EN,Yes,66019a2d78c560a07df25403,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,10,2,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I use them regularly for my work.","ChatGPT,MidJourney,Microsoft Copilot",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Customer support (e.g., chatbots),Enhancing productivity or workflow,Personalization of products/services,Decision-making assistance",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Text generation,Image generation","Hands-on practice through projects or assignments,Watching video tutorials",,Lack of time,,Iâ€™m not sure.,Iâ€™m not sure,"Yes, it is very important.",Somewhat satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Probably yes,Probably yes,Probably not,Definitely yes,"Arts, Entertainment, and Recreation",Creative & Design,1 employee,"Less than â‚¬500,000",Italy,Female,,High school diploma or equivalent,45-54 years old,66019a2d78c560a07df25403
2024-09-30 15:40:58,2024-09-30 15:53:32,IP Address,41.150.252.252,100,753,True,2024-09-30 15:53:32,R_2k65MFUtJZXvKtW,,,,,-25.7599,28.2604,anonymous,EN,Yes,6131e8440a4cc21f5f839e08,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",7,1,1,Somewhat confident,"Yes, but there are some restrictions or guidelines.",Rarely,ChatGPT,,"Enhancing productivity or workflow,Personalization of products/services,Research and development,Decision-making assistance",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Instructor-led workshops or webinars,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Lack of access to resources or training,Fear of AI replacing jobs,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI tools are not being used in my company,Neutral,Probably yes,Probably yes,AI tools are not being used in my company,Probably yes,Retail,Customer Service,101-250 employees,I do not know,South Africa,Female,,Bachelor's degree,25-34 years old,6131e8440a4cc21f5f839e08
2024-09-30 15:43:27,2024-09-30 15:53:42,IP Address,81.133.211.251,100,615,True,2024-09-30 15:53:43,R_8DMj9HrcjhzazHw,,,,,51.6142,-0.1475,anonymous,EN,Yes,62c430e4b7962625517da846,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",6,2,3,Neutral,Iâ€™m not sure.,"No, I do not use them at work.",None of the above,,None of the above,,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Hands-on practice through projects or assignments",,"Lack of time,Lack of access to resources or training,Concern that AI may not be relevant to my role",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","No, it is not very important.",Somewhat dissatisfied,AI tools are not being used in my company,Somewhat comfortable,Probably yes,Probably yes,Probably not,Might or might not,Other,Administrative,10-49 employees,I do not know,United Kingdom of Great Britain and Northern Ireland,Male,,Bachelor's degree,18-24 years old,62c430e4b7962625517da846
