Start Time,End Time,Sentence
93:48.622,93:50.078,"¿Qué ocurre, Adri?"
93:50.254,93:51.406,¿Qué te pasa?
93:51.598,93:53.010,Siento que le he fallado.
93:53.910,94:03.330,"Me gustaría ser afortunado, pero entiendo que sólo puede ser una persona y bueno, es una muestra de amistad."
94:03.960,94:04.940,Eso es.
94:05.480,94:06.260,David.
94:06.920,94:09.104,Pues yo la verdad que me moriría por verla.
94:09.152,94:12.528,Yo pero sí que es verdad que creo que Nico es el que más lo necesita.
94:12.624,94:14.832,Creo que su novia está diciendo cosas que no tienen sentido.
94:14.896,94:17.168,Él se está portando súper bien y ella se está metiendo con él.
94:17.224,94:18.816,Y va para Nico.
94:19.008,94:19.860,Borja.
94:20.200,94:24.896,"Yo igual me encantaría ver a Ana, decirle que siga así, por favor, que nos iremos juntos."
94:25.008,94:26.976,Pero creo que no soy el que más nos necesita.
94:27.088,94:33.204,Nico se está portando como un señor y sin embargo su novia no tiene ni pie ni cabeza lo que está haciendo.
94:33.332,94:34.840,Así que para Nico.
94:35.820,94:40.516,"Nico, tus compañeros han tomado una decisión y ya es una realidad."
94:40.628,94:42.500,"¿Nico, vas a ver a Ruth?"
94:42.580,94:43.764,"Sí, pero me da miedo."
94:43.892,94:44.916,¿Por qué?
94:45.068,94:52.020,Porque no conozco esa Ruth y me da miedo no poder expresar lo que ya puede expresar el por qué está actuando de esa forma.
94:52.180,95:04.560,¿Decíais que tenéis una complicidad tremenda y también decía que conocían y parece me estoy dando cuenta que no crees que puedes ver esa mirada que deseas?
95:05.620,95:11.516,"No lo sé, porque venía aquí con una confianza increíble y me encontraba con algo que me ha partido en dos."
95:11.668,95:15.720,"Entonces que no lo sé, no lo sé."
95:18.740,95:22.188,"Nico, aprovecha esos 3 min."
95:22.364,95:27.700,Quédate con los detalles porque son los importantes.
95:28.920,95:30.656,Te dejo que te prepares.
95:30.848,95:31.872,Nos vemos en el espejo.
95:31.936,95:41.984,"Nico, estate tranquilo y dile a lo que piensa."
95:42.032,95:47.020,Y sea lo que sea lo que te diga y obtendrás respuestas tú solo.
95:49.170,95:51.626,"Aunque no te hable, vas a ver cómo está."
95:51.698,95:53.990,Solo con verla ya sabes si está recibido o no.
95:57.330,96:00.954,"¿También dar a entender que tú tampoco quieres una persona que opine así de ti, sabes?"
96:01.002,96:03.994,"O sea, no vayas ahí con el rabo detrás de las piernas porque tú no has hecho nada."
96:04.082,96:05.834,"O sea, tú tienes que ir ahí enfadado."
96:05.882,96:07.950,"O sea, la enfadada no es ella, eres tú."
96:10.130,96:11.626,Estoy bastante nervioso.
96:11.658,96:12.378,Tengo miedo.
96:12.474,96:20.660,"Falta parte ilusión y ganas de verla, pero no me quiero ilusionar con lo que realmente deseo encontrarme por miedo a esperarme algo y encontrarme todo lo contrario."
96:37.560,96:39.180,"¿Hola, qué tal?"
96:39.640,96:41.124,Siento interrumpir.
96:41.282,96:42.032,"Hola, Sandra."
96:42.096,96:42.464,¿Qué pasa?
96:42.512,96:43.088,Sandra.
96:43.184,96:43.696,Sandra.
96:43.728,96:44.464,Sandra.
96:44.592,96:45.456,¿Qué tal?
96:45.608,96:46.944,"¿Hola, cómo estáis?"
96:47.072,96:47.696,Muy bien.
96:47.768,96:50.976,"Todos al sofá, por favor."
96:51.008,96:52.660,¿Podéis avisar a Ana?
96:53.080,96:56.672,"Ana, ha llegado Sandra."
96:56.816,96:57.700,¿En serio?
96:59.240,96:59.776,Sergio.
96:59.808,97:00.352,Marieta.
97:00.416,97:09.160,"Sergio, vino Sandra, cuando ha entrado Sandra me ha pillado con Napoli, que habíamos dado una cabezadita de siesta y la verdad que no me lo esperaba."
97:11.180,97:16.480,"Chicos, chicas, estoy aquí porque quiero mostraros algo."
97:17.900,97:25.188,"Este, como sabéis, es el collar del veto y tiene el poder de vetar a uno de los solteros durante 24 h."
97:25.284,97:29.240,El portador del collar deberá abandonar inmediatamente Villamontaña.
97:29.900,97:33.502,"¿Chicas, quién creéis que es el soltero vetado por vuestros chicos?"
97:33.566,97:34.370,Ana.
97:34.870,97:41.614,"Yo creo que puede ser una poli, porque al final estamos mucho tiempo juntos."
97:41.662,97:44.690,"Puede ser que la haya sentado mal, que tenga dudas."
97:45.110,97:49.102,Y yo creo que puede ser Mariona.
97:49.246,97:58.450,"Pienso que el vetado puede ser Julen, porque creo que lo que está viendo Adri de mis imágenes no le está gustando y ha vetado a schulen."
97:59.520,98:04.940,"Chicos, chicas, ha llegado el momento de conocer el nombre del soltero vetado."
98:08.080,98:17.260,El soltero vetado es Álvaro.
98:18.880,98:19.736,¿En serio?
98:19.848,98:20.940,No me lo esperaba.
98:25.690,98:27.202,¿Dices que no te lo esperabas?
98:27.266,98:31.310,"No, me duele verla mal."
98:32.570,98:34.470,Tiene miedo todo el rato.
98:35.290,98:36.790,"¿María, qué ocurre?"
98:38.090,98:40.270,No quiero que David esté mal.
98:40.730,98:43.938,"No sé qué está viendo, tío, pero es que no hay nada."
98:44.114,98:44.978,No lo entiendo.
98:45.074,98:48.550,"¿Sandra, de verdad no te lo esperabas?"
98:51.620,98:59.612,"Pues Álvaro, siento decirte que eres el soltero vetado y tienes que abandonar ahora mismo Villamontaña."
98:59.676,99:00.268,¿De acuerdo?
99:00.364,99:01.920,"Puedes marcharte, Álvaro."
99:03.460,99:08.252,"Chicos, chicas, David está cagado."
99:08.316,99:13.980,"Tiene muchísimo miedo de que yo con María aquí avance, de que tengamos otra vez esa conexión que tuvimos fuera."
99:14.060,99:23.012,Y por eso está temblando y por eso me ha dado cuidar de lo pobrecito.
99:23.076,99:26.532,"Tía, encima acaba de llegar, tío."
99:26.596,99:28.720,Lo que menos nos esperábamos era él.
99:30.220,99:33.640,"Chicos, necesito que me dejéis a solas con las chicas, por favor."
99:35.580,99:38.372,Me da mucho miedo que David esté desconfiando de mí.
99:38.436,99:44.830,"Al final yo no me estoy dejando llevar con nadie, solo estoy pensando en él y creo que no está percibiendo lo mismo."
99:45.770,99:47.570,"Chicas, la aventura avanza."
99:47.730,99:53.590,"Estáis pasando por momentos complicados, quizás alguna de vosotras el más difícil."
99:54.410,100:00.790,Pero eso puede cambiar en este mismo instante para una de vosotras.
100:02.410,100:09.680,Hoy una de vosotras va a poder ver a su novio durante 3 min.
100:20.580,100:24.316,"¿María, qué ocurre?"
100:24.348,100:25.772,"¿María, qué?"
100:25.796,100:26.920,Quiero ser yo.
100:27.860,100:29.500,Estoy echando mucho de menos.
100:29.580,100:31.040,Necesito verle.
100:31.860,100:37.130,"Chicas, será durante 3 min y frente al espejo."
100:37.870,100:47.766,"No vais a poder hablar con vuestro chico, pero sí que podréis utilizar la mirada para resolver todas las dudas que tenéis."
100:47.798,100:56.330,Y solo desde los pequeños detalles lograréis encontrar las respuestas que habéis venido a buscar.
100:58.110,101:03.170,¿Por eso quiero preguntar quién necesita ver a su novio?
101:03.910,101:07.230,Yo es que creo que todas necesitamos verlos.
101:07.310,101:09.678,"Pero bueno, sí que es verdad que estoy viendo a María fatal."
101:09.774,101:12.290,Por ella dejaría que fuese ella.
101:13.110,101:16.478,"¿Marieta, quieres ver Alex?"
101:16.574,101:24.530,"Sandra, obviamente que quiero ver a Álex, pero si soy justa, se lo debo a una de mis compañeras, Mariona."
101:24.960,101:29.620,También pienso que otras compañeras se lo merecen más que yo.
101:30.480,101:34.340,"¿Ruth, querrías ver a Nico hoy mismo?"
101:36.880,101:39.304,"Te mentiría si te diría que no, Sandra."
101:39.432,101:42.120,Creo que me serviría como de aliento.
101:42.280,101:43.700,¿O no?
101:44.480,101:46.904,Nosotros nos hablamos muchísimo con la mirada.
101:47.032,101:49.020,Nos hablamos muchísimo con los gestos.
101:49.600,101:52.608,Creo que podríamos tener una conversación de mirada simplemente.
101:52.704,102:03.540,"Y lo sé, pero me sabe mal pensar egoístamente en mí y no en mi compañero."
102:05.480,102:08.500,¿Cederías el espejo a María?
102:27.900,102:31.960,"Chicas, tengo que deciros que la decisión está ya tomada."
102:34.620,102:37.800,Han sido vuestros novios quienes han elegido.
102:42.230,102:55.650,Quien va a poder ver hoy a su novio frente al espejo es Ruth.
103:12.220,103:16.280,"Ruth, el acto de generosidad que has tenido con María te honra."
103:16.620,103:18.680,¿Por qué crees que has sido la elegida?
103:19.660,103:22.116,"Nos hablamos mucho con la mirada, Sandra."
103:22.148,103:22.436,Muchísimo.
103:22.468,103:24.132,Nos transmitimos muchísimo.
103:24.276,103:26.520,¿Qué quieres decirle a Nico con la mirada?
103:26.860,103:29.560,¿Que qué está haciendo con nuestro amor?
103:30.140,103:31.800,¿Qué hace con mi historia?
103:32.790,103:33.854,Crees que en 3 min.
103:33.902,103:35.690,¿Nico te va a entender con uno?
103:37.750,103:40.862,"Ruth, ha llegado el momento de ver a Nico."
103:40.926,103:42.370,"Acompáñame, por favor."
103:46.230,103:47.250,Vámonos.
103:49.990,103:52.210,Él de ti no puede tener ninguna duda.
103:54.630,103:56.810,En plan no te acerques a él.
103:58.380,103:59.540,De verdad que no está mal.
103:59.580,104:00.420,Estás mal tú.
104:00.500,104:01.556,Él no está mal.
104:01.708,104:06.484,"No entiendo por qué no entiendes, Nastia."
104:06.532,104:09.240,Que no está percibiendo cómo lo estoy pasando.
104:10.460,104:11.828,No querría verme.
104:11.924,104:14.292,"Que no está entendiendo nada, Ana."
104:14.436,104:15.636,"David, vete a Álvaro."
104:15.668,104:17.476,Y después no me elija a mí para el espejo.
104:17.588,104:21.000,Me demuestra que desconfía de mí y encima no quiere verme.
104:25.510,104:56.120,"Down i'm so till we show love you, baby, love you now no one knows about but i know it'll be waiting for you still so i'll let you go to feel the void you're trying to feel if you're meant to come back to me will if you're Ruth, ha llegado el momento de reencontrarte con Nico."
104:58.060,105:07.040,"A través de este espejo vais a poder miraros a los ojos, hablar con la mirada y obtener muchas respuestas que necesitáis en este momento."
105:07.580,105:09.044,¿Cómo estás ahora mismo?
105:09.212,105:10.148,Súper nerviosa.
105:10.164,105:14.360,"¿Sandra, qué quieres transmitirle con la mirada?"
105:15.100,105:15.508,¿Qué?
105:15.564,105:16.760,O para o me pierde.
105:20.420,105:23.580,Quiero recordarte que solo tienes 3 min.
105:23.740,105:25.884,Tienes que aprovechar muy bien ese tiempo.
105:26.052,105:32.236,"¿Puedes utilizar tu mirada, gestos, pero no podéis hablar ahora?"
105:32.268,105:32.508,Sí.
105:32.524,105:35.360,"Ruth, adelántate, por favor."
105:50.430,105:51.014,Adelante.
105:51.062,106:32.454,"Nico, dime qué pasa."
106:32.502,107:02.592,"No es una Nico, no podéis hablar me pero dime."
107:02.656,107:03.472,Papito.
107:03.616,107:04.820,Yo te amo.
107:05.160,107:07.904,"Te amo, te amo."
107:08.032,107:09.060,Yo te amo.
107:13.800,107:15.220,"Sin hablar, por favor."
107:15.800,107:17.300,Ha pasado 1 min.
107:38.910,107:39.622,Mijo.
107:39.686,107:40.970,"No hables, por favor."
108:03.160,108:04.896,"No, no hables, Nico, por favor."
108:04.928,108:06.368,"Por favor, Nico, no hables."
108:06.464,108:07.860,"No hables, por favor."
108:22.450,108:25.834,"30 s, chicos."
108:25.882,108:27.190,Aprovechad el tiempo.
108:49.020,108:50.100,10 s.
108:50.180,108:51.268,Aprovechando.
108:51.364,108:51.860,Nico.
108:51.940,108:53.160,"Nico, por favor."
108:54.300,108:55.160,Nico.
108:55.980,108:56.674,5 s.
108:56.686,109:02.708,"Cuatro, tres, dos, un el tiempo ha terminado."
109:02.884,109:04.360,"Ruth, por favor."
109:04.700,109:09.182,Debe regresar a Villamontaña todo lo que puede.
109:09.366,109:12.850,Los dos son ecos de amor.
109:17.350,109:23.330,"Cuando he visto a Nico he sentido una mirada de tristeza, de cero amor."
109:26.470,109:29.970,"No he sentido la complicidad de antes, ni la confianza."
109:31.270,109:33.650,Y eso me destroza.
110:04.330,110:05.394,¿Cómo te sientes?
110:05.522,110:06.882,Me lo has puesto difícil.
110:07.026,110:07.618,Reventado.
110:07.634,110:13.698,"Sandra, lo único que estoy viendo que está así es porque dice que pasa un hielo por aquí."
110:13.714,110:14.738,Pero cosa me parece ridículo.
110:14.754,110:16.146,Estamos en la isla de las tentaciones.
110:16.258,110:20.866,Si es verdad que fuera le dije que tal vez no jugaba porque era algo que desde casa veía que no me iba a sentir cómodo.
110:21.058,110:24.274,Pero estando dentro de aquella vi que podía jugar de una forma que respetándola.
110:24.322,110:26.210,"O sea, todo el mundo va a que no he hecho nada."
110:26.370,110:32.114,"Y aunque hubiera pasado el hielo de boca en boca, no es motivo para hablar de las formas que ha hablado así de mí."
110:32.162,110:34.722,¿Ha reconocido a tu Ruth?
110:34.786,110:38.866,"Nunca la había visto así, pero en los ojos veía a mi Ruth, pero decepcionada."
110:39.058,110:41.634,¿Has conseguido transmitirle lo que necesitabas?
110:41.682,110:43.586,"Le he transmitido, sí, lo que quería transmitirle."
110:43.618,110:46.434,Eso que con las palabras me está matando y que ha visto.
110:46.482,110:48.950,¿Y cuando le hago que ha visto me dices Crees que lo ha entendido?
110:49.290,110:50.696,¿Lo de te está matando?
110:50.858,110:51.836,Claro que sí.
110:51.948,110:54.956,"Por eso puesto de llorar y verla así, lógicamente me mata."
110:55.148,111:03.004,"Que haya sido como ha sido me da algo de fuerza porque creo que vi una ruta en las imágenes que no conocía, tirando muchísima mierda."
111:03.052,111:04.668,Porque creo que la situación la ha superado.
111:04.684,111:09.868,"Mirarla a los ojos y verla como la he visto, creo que me hace creer que lo que era final."
111:09.924,111:13.788,"Puedo hablar con ella, estar cerca, decirle que se relaje."
111:13.804,111:16.390,Y que has visto amor en su mirada.
111:16.500,111:17.394,¿Te has visto enamorada?
111:17.442,111:20.402,Ella también he visto más decepción y dolor.
111:20.546,111:25.410,Pero dentro de todo eso he visto a mi Ruth que me veía y le dolía lo que había hecho.
111:25.490,111:29.430,"Nico, ha llegado el momento de que vuelvas a tu villa."
111:29.770,111:30.450,Muchas gracias.
111:30.530,111:30.802,A ti.
111:30.826,111:32.070,Muchísimas gracias por la oportunidad.
111:38.490,111:41.832,"Me voy con un buen sabor de boca, la verdad."
111:42.026,111:45.360,Creo que se ha dado cuenta que lo que está diciendo me estaba doliendo.
111:46.740,111:49.452,"Y creo que la hoguera fina, si la tengo de frente, la puedo calmar."
111:49.516,112:26.730,"Explicarle las cosas, hacerle entender que no he hecho nada, que la Hola, chicas, llegué."
112:26.810,112:28.270,"Vamos, vamos, pelote."
112:35.630,112:36.530,¿Qué tal?
112:39.790,112:56.310,"Pues nada, yo he ido súper duro y nada, cuando ha llegado yo le he hecho muchas veces así, de que a mí lo único que me hacía era mal hablado, mal de mí."
112:56.390,113:00.580,"¿Eso decía él, que has hablado mal él a ti?"
113:01.320,113:05.776,"Entonces yo le decía que no me ama, no me ama."
113:05.808,113:06.224,¿Qué hace?
113:06.312,113:12.912,Le hacía eso del hielo y me decía yo te amo.
113:12.976,113:13.980,Y yo no.
113:15.160,113:17.140,¿Y le dijo te amas?
113:22.360,113:25.580,¿Y a la hora de despedir os habéis despedido bien o mal?
113:28.310,113:30.250,Sandra dijo se acaba el tiempo.
113:31.030,113:32.062,Yo me tenía que ir.
113:32.086,113:34.770,"Y él se fue gritando te amo, te amo, te amo."
113:41.270,113:43.250,"Bueno, Gordi, por lo menos lo has visto."
113:43.590,113:45.170,Pero no vi a Nico.
113:45.510,113:47.650,Porque también puede ser que esté enfadado.
113:48.710,113:49.934,¿A quién has visto entonces?
113:49.982,113:51.278,Esa mirada no es de amor.
113:51.374,113:53.054,Estaba estaba enfadado.
113:53.102,113:54.222,Estaba enfadado.
113:54.366,113:57.886,"¿Pero te ha transmitido que puedes confiar en él, no?"
113:58.038,113:59.370,Por eso estás bien.
114:01.510,114:05.130,"Está decepcionado, orgulloso, quiere quedar por encima de mí."
114:10.870,114:13.730,¿Qué coño me puede sacar a mí ese niño?
114:14.550,114:18.184,1 hielo no me puede tocar nada.
114:18.232,114:19.176,Sevilla.
114:19.288,114:20.424,Qué hostia se va a llevar.
114:20.472,114:21.672,"Se va a arrepentir, vamos."
114:21.736,114:23.980,¿Y cuando lo has visto tú qué has sentido?
114:24.400,114:24.872,¿Amor?
114:24.936,114:26.380,"Tía, yo lo amo."
114:26.800,114:27.672,Yo lo amo.
114:27.736,114:28.820,Yo amo bien.
114:29.680,114:30.712,Amo de verdad.
114:30.776,114:34.088,A ver si le ha escuchado algún comentario que no le haya gustado y por eso está enfadado.
114:34.104,114:35.528,"No, lo vi dolido."
114:35.704,114:37.176,"Ella le conoce, tía."
114:37.208,114:38.008,Ella le conoce.
114:38.104,114:47.296,Tú no puedes aprovechar un espejo para verme y lo único que me diga es que eso lo hablas mal porque no tienes más argumentos.
114:47.408,114:53.460,"Yo tengo el hielo, tengo tus palabras, tengo tu gesto, tengo tu fiesta, tengo tu perreo, tengo de todo para enfadarme."
114:54.600,115:02.980,Si tendría que darle vergüenza me digas que has hablado mal de mí cuando todos los que están aquí saben cómo yo me he llenado la puta boca hablando de Nico.
115:05.400,115:07.380,Yo sí siento que va a caer.
115:07.720,115:17.132,"Esperaba ver a un Nico enamorado de Ruth, unico, con la mirada de confiar, de madurez, de estabilidad."
115:17.196,115:19.280,Pero me he encontrado con todo lo contrario.
115:20.740,115:22.220,Yo quiero una fiesta hoy.
115:22.300,115:22.716,Ole.
115:22.748,115:23.004,¿Cómo?
115:23.052,115:23.788,"Escucha, escucha."
115:23.804,115:25.100,"Que repita eso, que repita eso."
115:25.140,115:26.988,"Lupita quiere pare, quiere pare."
115:27.004,115:27.676,Quiero una fiesta hoy.
115:27.708,115:28.348,"Venga, pues prepárate."
115:28.364,115:28.924,¿Y la fiesta?
115:28.972,115:29.920,Caribeño.
115:34.020,115:35.000,I don't want.
115:40.820,115:41.724,Viene contento.
115:41.772,115:42.988,Parece feliz.
115:43.164,115:44.572,Ahora les comento un poquillo.
115:44.636,115:45.148,Viene feliz.
115:45.164,115:45.916,¿No eres feliz?
115:45.948,115:46.520,No.
115:47.700,115:49.580,"A ver, séme el sitio."
115:49.740,115:51.372,No me esperaba que Viña es tan feliz.
115:51.436,115:53.228,"Yo tampoco, yo tampoco, yo tampoco."
115:53.324,115:57.692,"Vi a lo lejos el cristal y la vía ya vestida de roja, súper bonita."
115:57.836,116:00.820,"Y fui corriendo a full, a full, a full, a full."
116:00.940,116:03.284,No vi a una ru como en la de las imágenes.
116:03.412,116:04.900,Entonces por esa parte empecé bien.
116:04.940,116:09.588,"Me hacía mucho en plan como que se iba sola, que ella se iba sola, que se iba sola, que se iba sola."
116:09.684,116:11.108,Pero en los ojos veía otra cosa.
116:11.204,116:13.572,"En los ojos la veía triste, la veía decepcionada."
116:13.636,116:16.004,¿Yo le decía en plan como que qué coño ves?
116:16.132,116:18.276,"Estás hablando mal de mí, me estás partiendo el corazón."
116:18.308,116:20.820,Decía así en plan como me partí el pecho.
116:20.900,116:24.228,Lo único que llega a entender es como que se le quedó guardada.
116:24.244,116:32.830,"En plan yo jugando con el hielo, pasándose por la pierna eso parece que se le quedó ahí pero no llego a entender el por qué está así desde el principio."
116:32.910,116:40.206,"Entonces yo le decía en plan como que estás mal, o sea, estás flipando la boca corta ya porque me estás partiendo el corazón."
116:40.238,116:41.330,Y que la amaba.
116:42.150,116:43.422,¿Por qué estoy contento?
116:43.566,116:45.490,"Sí, porque de momento no lo entiendo."
116:46.150,116:54.480,"No, porque en plan cuando yo por ejemplo, le decía que cuando hablaba me estaba partiendo era como que la veía y me miraba y se me quedaba en plan como que me está hostia, te estoy haciendo daño."
116:54.560,116:56.672,"Y en los ojos veía tristeza, se puso a llorar."
116:56.816,116:58.080,Vi que estaba dolida.
116:58.160,117:03.328,Entonces me voy bien porque creo que teniéndola de frente soy muy capaz de calmarle.
117:03.344,117:04.912,Y está flipando.
117:05.056,117:10.260,"No fue un te amo, tal, no, pero en plan en los ojos veía algo guay."
117:11.720,117:12.752,Pues mejor.
117:12.936,117:14.700,"A mí me deja ese cuadro, bro."
117:16.360,117:20.110,Me habló más su mirada que lo que decía.
117:21.490,117:22.570,"Bueno, pero vienes contento."
117:22.650,117:23.306,Vengo contento.
117:23.418,117:25.150,¿Te ha dicho que te quiere?
117:25.570,117:26.310,No.
117:29.650,117:32.746,Tú le decías que la amabas y ella no te decía no porque estaba enfadada.
117:32.778,117:34.746,"Pero en plan lo que te digo, en plan la mirada dice mucho."
117:34.818,117:36.378,Me siento bien con todo lo que transmití.
117:36.394,117:37.674,No me quedo con nada adentro.
117:37.722,117:39.978,Pero en la siguiente era Necesito ver un cambio.
117:40.074,117:41.950,"Aunque siga dolida, pero un cambio."
117:55.650,117:59.450,Somos cinco caribeñas que venimos a quemar Villamontaña.
117:59.530,118:01.610,Estamos buscando a nuestros caribeños.
118:01.690,118:02.990,¿Algún voluntario?
118:18.650,118:20.066,Yo tengo siempre ganas de fiesta.
118:20.098,118:22.226,Me da igual que sea caribeña o no sea caribeña.
118:22.258,118:24.870,Yo siempre tengo ganas de fiesta en Villamontaña.
118:26.090,118:29.346,Y juntos somos anfitrita y Neptuno.
118:29.458,118:36.710,Y lo gracioso es que a los ojos de la gente preguntan que si somos novios o amigos.
118:37.610,118:41.602,Me gusta no saber que contestar a esa pregunta.
118:41.746,118:42.786,No me aguanta.
118:42.898,118:44.210,"Pero sí, me voy."
118:44.290,118:45.970,"Me busca, soy un 10."
118:46.050,118:57.282,Pero se asusta porque todos creen que somos novios pero no sentimos nada pero nos entendemos con tan solo una mirada.
118:57.426,119:00.482,No conozco a su madre ni a su móvil.
119:00.546,119:01.896,Echo de menos a Gabriela.
119:02.058,119:03.436,Me faltaba mi ruida.
119:03.548,119:20.360,"Pero bueno, intentaré pasar lo mejor posible y a esperar que vuelva los dos."
119:22.820,119:25.680,Solo me busca cuando te conviene.
119:28.750,119:30.486,Am Adri.
119:30.518,119:40.890,Mónica te ha gustado y lo sabes.
119:43.390,119:45.850,Adri cae otra vez todavía hombre.
119:47.310,119:48.650,¿Por qué me evita?
119:49.630,119:50.966,Por qué me evita.
119:51.158,119:52.406,"No, si de malo eres."
119:52.438,119:54.410,Tú y yo somos amigos.
119:57.080,120:00.528,Obviamente me asusta conectar de la manera que he conectado con Mónica.
120:00.624,120:02.976,Pero he intentado marcar un poco las distancias.
120:03.088,120:05.140,Pese a haber pasado la barrera del beso.
120:12.760,120:14.240,"Hombre, caribeño total."
120:14.280,120:15.300,Este es mi ambiente.
120:15.880,120:16.980,Voy fatal.
120:19.320,120:20.100,¿Cómo se llama?
120:20.200,120:21.600,Eres Campanilla.
120:22.660,120:24.400,Eres Campanillo.
120:25.700,120:32.160,"Cuando le doy los kisses, le quito la chis y la hielo."
120:37.700,120:39.040,Eres punto.
120:40.100,120:40.840,Ya.
120:42.340,120:44.560,Estás equivocado en a la nieva.
120:52.860,120:58.084,Tengo muchas ganas de la fiesta caribeña y sobre todo de animar un poco el ambiente.
120:58.132,121:00.600,Después de todos estos días.
121:02.460,121:03.348,Qué bien te sale.
121:03.364,121:14.390,"Ya, no voy muy bien."
121:15.570,121:18.590,Todo lo que estoy haciendo por ti me cago en 10.
121:19.250,121:22.590,Si luego lo vas a usar por ahí cuando salga contigo.
121:27.570,121:28.042,Qué bien.
121:28.066,121:30.830,"Qué bonito te queda ahora, Manu."
121:34.370,121:36.714,La bachata Napoli se le está dando un poquito mejor.
121:36.802,121:42.120,"Ya ha aprendido un par de pasitos más, con lo cual me he dejado llevar y lo he dado todo."
121:43.220,121:50.124,"Cuando está bien, te alejas de mí, te sientes sola y siempre estoy no hemos brindado hoy todavía por nosotros."
121:50.172,121:56.060,"No aguantan, que la camisa ya va al banco."
121:56.140,122:03.452,También con mi cuerpo negocia.
122:03.596,122:05.000,No soy la T.
122:08.290,122:09.690,Andrea es una chica especial.
122:09.770,122:12.634,Al final es una persona que le he cogido cariño y es mi máximo apoyo aquí.
122:12.682,122:14.470,"Y nada, nos lo estamos pasando muy bien."
122:30.530,122:34.440,"Tienes que elegir de qué te hemos dicho, pero cuál te gusta más."
122:35.380,122:37.116,Encima hemos tocado bien.
122:37.268,122:38.220,En serio.
122:38.380,122:39.948,Por eso te falta un trocito de paleta.
122:39.964,122:49.996,No te quieres liar con nosotros y te me llamo esta noche.
122:50.028,122:51.788,"Tengo ganas de pasarlo bien, de disfrutar."
122:51.884,122:59.370,Vengo con fuerzas del espejo porque en los ojos de ruta he visto muy en el fondo a mi Rut.
123:09.470,123:11.206,Al final voy a quedar aquí de pris.
123:11.318,123:12.530,Me van a dejar a mí.
123:12.830,123:13.638,¿Puedes explicarme?
123:13.654,123:13.878,¿Coño?
123:13.894,123:15.382,¿Ha visto que hable mal de él?
123:15.566,123:19.270,Lo único malo que he hablado es de lo que no te gusta que él está haciendo.
123:19.350,123:19.958,¿Sabes lo que pasa?
123:19.974,123:29.206,"Que él es tan, tan que si sabe que yo lo puedo dejar en el yo creo que tú no eres capaz de eso."
123:29.278,123:30.102,Hay que dejarlo.
123:30.166,123:34.454,"Tú lo quieres tanto, tanto, tanto, tanto, que te hace la dura."
123:34.582,123:43.170,"Después lo ves y te hace el cuerpo, te juro por mi abuela, lo mejor que yo tengo en mi vida."
123:43.870,123:45.878,Y yo soy capaz de dejarlo.
123:45.974,123:46.774,Que sí.
123:46.902,123:50.784,Pero aquí Miguel me está sorprendiendo.
123:50.832,123:52.464,Se está convirtiendo en un gran apoyo para mí.
123:52.512,123:55.808,"Es una persona que me dice las cosas claras, me pone los pies en la tierra."
123:55.904,123:59.872,Y creo que eso es algo que no me había pasado con nadie en esta villa.
124:00.016,124:05.280,Parecía gitana la mancha de tintala.
124:05.360,124:11.232,Piqué para allá.
124:11.296,124:13.072,"Déjame, que yo bailo como yo quiera."
124:13.216,124:14.540,Odio bailar así.
124:23.590,124:24.654,¿No nos vais a mover?
124:24.702,124:28.254,"No, pero ni para hacer el amor ni nada."
124:28.382,124:29.998,¿Tú crees que tú y yo vamos al amor?
124:30.094,124:31.102,"No, vamos a hacer el amor."
124:31.166,124:32.622,Nuestra primera vez oficial.
124:32.766,124:34.850,No es nuestra primera vez oficial.
124:35.430,124:36.690,La difícil.
124:38.790,124:39.854,Creo que se movió.
124:39.902,124:40.254,Perfecto.
124:40.302,124:41.370,Ya te lo digo yo.
124:50.020,124:50.684,Hasta mañana.
124:50.732,124:51.324,Vale.
124:51.452,124:52.600,Chupa vida.
124:53.060,124:54.172,¿Tú dejas la chiquilla ya?
124:54.196,124:55.280,Que no veas.
124:55.860,124:58.444,Salimos ahora vamos a hablar un rato.
124:58.492,124:59.132,Tú háblale bien.
124:59.156,124:59.596,Respétala.
124:59.628,125:03.052,Que te mato yo ya.
125:03.076,125:03.964,"No, Jargo."
125:04.092,125:04.940,¿Como que no?
125:05.060,125:06.960,Ahora salimos y seguimos abiertas.
125:17.190,125:18.450,Je t'aime.
125:19.030,125:20.290,Je t'aime.
125:20.790,125:22.210,"Oui, je t'aime."
125:38.960,125:49.048,Sube el volumen de la música que me quedo.
125:49.144,125:49.780,Bien.
126:11.400,126:12.928,"Marieta, bienvenida."
126:13.024,126:14.832,Tu cara a cara con la tentación.
126:14.976,126:15.776,¿Cómo estás?
126:15.888,126:17.264,"Un poco nerviosito, pero bien."
126:17.352,126:19.504,Yo no voy a decirle me voy de aquí contigo.
126:19.552,126:20.448,Estoy enamorado de ti.
126:20.464,126:21.664,"No, no puedo, tío."
126:21.792,126:23.380,No fui tan malo.
126:24.240,126:26.088,Yo las cosas las hago cuando me nace.
126:26.184,126:26.600,Ahora.
126:26.680,126:28.540,"Antes no me nació, ahora me nace."
126:35.600,126:36.792,Como no.
126:36.816,126:39.256,Pero sabéis que la ru le dices algo y empieza con su prepotencia.
126:39.288,126:42.168,Y usted que en nivel de madurez estoy muy por encima.
126:42.344,126:43.500,Muy por encima.
