Start Time,End Time,Sentence,Translation,Emotion
94:52.180,95:04.560,¿Decíais que tenéis una complicidad tremenda y también decía que conocían y parece me estoy dando cuenta que no crees que puedes ver esa mirada que deseas?,"You said you had tremendous complicity, and I also said that you knew them, and it seems that I am realizing that you don't think you can see that look you want?",surprise
95:05.620,95:11.516,"No lo sé, porque venía aquí con una confianza increíble y me encontraba con algo que me ha partido en dos.","I don't know, because I came here with incredible confidence, and I found something that broke me in two.",fear
95:11.668,95:15.720,"Entonces que no lo sé, no lo sé.","Then I don't know, I don't know.",disgust
95:18.740,95:22.188,"Nico, aprovecha esos 3 min.","Nico, take advantage of that 3 min.",anger
95:22.364,95:27.700,Quédate con los detalles porque son los importantes.,Keep the details because they're the important ones.,neutral
95:28.920,95:30.656,Te dejo que te prepares.,I'll let you get ready.,fear
95:30.848,95:31.872,Nos vemos en el espejo.,I'll see you in the mirror.,fear
95:31.936,95:41.984,"Nico, estate tranquilo y dile a lo que piensa.","Nico, take it easy and tell him what he thinks.",anger
95:42.032,95:47.020,Y sea lo que sea lo que te diga y obtendrás respuestas tú solo.,"And whatever it is I say to you, and you'll get answers on your own.",neutral
95:49.170,95:51.626,"Aunque no te hable, vas a ver cómo está.","Even if I don't talk to you, you'll see how she is.",fear
95:51.698,95:53.990,Solo con verla ya sabes si está recibido o no.,"Just by seeing her, you know if she's received or not.",fear
95:57.330,96:00.954,"¿También dar a entender que tú tampoco quieres una persona que opine así de ti, sabes?","Also to imply that you don't want a person to feel that way about you, you know?",surprise
96:01.002,96:03.994,"O sea, no vayas ahí con el rabo detrás de las piernas porque tú no has hecho nada.","I mean, don't go there with your tail behind your legs because you haven't done anything.",neutral
96:04.082,96:05.834,"O sea, tú tienes que ir ahí enfadado.","I mean, you have to go there angry.",fear
96:05.882,96:07.950,"O sea, la enfadada no es ella, eres tú.","I mean, she's not angry, it's you.",fear
96:10.130,96:11.626,Estoy bastante nervioso.,I'm pretty nervous.,fear
96:11.658,96:12.378,Tengo miedo.,I'm scared.,sadness
96:12.474,96:20.660,"Falta parte ilusión y ganas de verla, pero no me quiero ilusionar con lo que realmente deseo encontrarme por miedo a esperarme algo y encontrarme todo lo contrario.","There is a lack of enthusiasm and desire to see it, but I do not want to be disappointed with what I really wish to meet out of fear of waiting for something and finding myself quite the opposite.",neutral
96:37.560,96:39.180,"¿Hola, qué tal?","Hello, how are you?",neutral
96:39.640,96:41.124,Siento interrumpir.,I'm sorry to interrupt.,fear
96:42.096,96:42.464,¿Qué pasa?,What's going on?,anger
96:44.592,96:45.456,¿Qué tal?,What's up?,disgust
96:45.608,96:46.944,"¿Hola, cómo estáis?","Hello, how are you?",neutral
96:47.768,96:50.976,"Todos al sofá, por favor.","Everybody on the couch, please.",surprise
96:51.008,96:52.660,¿Podéis avisar a Ana?,Can you tell Ana?,surprise
96:53.080,96:56.672,"Ana, ha llegado Sandra.","Ana, Sandra's here.",anger
97:00.416,97:09.160,"Sergio, vino Sandra, cuando ha entrado Sandra me ha pillado con Napoli, que habíamos dado una cabezadita de siesta y la verdad que no me lo esperaba.","Sergio, Sandra came, when Sandra came in, she caught me with Napoli, who had taken a nap head and the truth was that I did not expect it.",sadness
97:11.180,97:16.480,"Chicos, chicas, estoy aquí porque quiero mostraros algo.","Guys, girls, I'm here because I want to show you something.",disgust
97:17.900,97:25.188,"Este, como sabéis, es el collar del veto y tiene el poder de vetar a uno de los solteros durante 24 h.","This, as you know, is the veto collar and has the power to veto one of the singles for 24 hours.",neutral
97:25.284,97:29.240,El portador del collar deberá abandonar inmediatamente Villamontaña.,The wearer of the necklace must immediately leave Villamontaña.,disgust
97:29.900,97:33.502,"¿Chicas, quién creéis que es el soltero vetado por vuestros chicos?","Girls, who do you think is the single vetoed by your boys?",disgust
97:34.870,97:41.614,"Yo creo que puede ser una poli, porque al final estamos mucho tiempo juntos.","I think she might be a cop, 'cause we're in the end a lot of time together.",surprise
97:41.662,97:44.690,"Puede ser que la haya sentado mal, que tenga dudas.","He may have felt it wrong, he may have doubts.",anger
97:45.110,97:49.102,Y yo creo que puede ser Mariona.,And I think it might be Mariona.,surprise
97:49.246,97:58.450,"Pienso que el vetado puede ser Julen, porque creo que lo que está viendo Adri de mis imágenes no le está gustando y ha vetado a schulen.","I think the veto may be Julen, because I think what Adri is seeing of my images is not liking him and has vetoed schulen.",disgust
97:59.520,98:04.940,"Chicos, chicas, ha llegado el momento de conocer el nombre del soltero vetado.","Guys, girls, it's time to get to know the name of the vetoed bachelor.",disgust
98:08.080,98:17.260,El soltero vetado es Álvaro.,The single man who is vetoed is Álvaro.,neutral
98:19.848,98:20.940,No me lo esperaba.,I didn't expect it.,fear
98:25.690,98:27.202,¿Dices que no te lo esperabas?,You're saying you didn't expect it?,fear
98:27.266,98:31.310,"No, me duele verla mal.","No, it hurts to see her badly.",neutral
98:32.570,98:34.470,Tiene miedo todo el rato.,He's scared all the time.,sadness
98:35.290,98:36.790,"¿María, qué ocurre?","Maria, what is it?",anger
98:38.090,98:40.270,No quiero que David esté mal.,I don't want David to be wrong.,fear
98:40.730,98:43.938,"No sé qué está viendo, tío, pero es que no hay nada.","I don't know what you're seeing, man, but there's nothing.",disgust
98:44.114,98:44.978,No lo entiendo.,I don't understand.,disgust
98:45.074,98:48.550,"¿Sandra, de verdad no te lo esperabas?","Sandra, you really didn't expect it?",fear
98:51.620,98:59.612,"Pues Álvaro, siento decirte que eres el soltero vetado y tienes que abandonar ahora mismo Villamontaña.","Well, Álvaro, I'm sorry to tell you that you're the vetoed bachelor, and you have to leave Villamontaña right now.",sadness
99:00.364,99:01.920,"Puedes marcharte, Álvaro.","You can go, Álvaro.",surprise
99:03.460,99:08.252,"Chicos, chicas, David está cagado.","Guys, girls, David's fucked up.",disgust
99:08.316,99:13.980,"Tiene muchísimo miedo de que yo con María aquí avance, de que tengamos otra vez esa conexión que tuvimos fuera.","He is very afraid that I with Mary will move forward, that we will again have that connection we had outside.",fear
99:14.060,99:23.012,Y por eso está temblando y por eso me ha dado cuidar de lo pobrecito.,"And that's why he's shaking, and that's why he's given me to take care of the poor.",fear
99:23.076,99:26.532,"Tía, encima acaba de llegar, tío.","Auntie, it just came on top, man.",fear
99:26.596,99:28.720,Lo que menos nos esperábamos era él.,The least we expected was him.,anger
99:30.220,99:33.640,"Chicos, necesito que me dejéis a solas con las chicas, por favor.","Guys, I need you to leave me alone with the girls, please.",surprise
99:35.580,99:38.372,Me da mucho miedo que David esté desconfiando de mí.,I'm so afraid that David is distrusting me.,fear
99:38.436,99:44.830,"Al final yo no me estoy dejando llevar con nadie, solo estoy pensando en él y creo que no está percibiendo lo mismo.","In the end I'm not getting carried away with anyone, I'm just thinking about him and I don't think he's feeling the same.",disgust
99:45.770,99:47.570,"Chicas, la aventura avanza.","Girls, the adventure is moving forward.",neutral
99:47.730,99:53.590,"Estáis pasando por momentos complicados, quizás alguna de vosotras el más difícil.","You're going through difficult times, maybe one of you is the most difficult.",fear
99:54.410,100:00.790,Pero eso puede cambiar en este mismo instante para una de vosotras.,But that may change at this very moment for one of you.,sadness
100:02.410,100:09.680,Hoy una de vosotras va a poder ver a su novio durante 3 min.,Today one of you is going to be able to see her boyfriend for three minutes.,sadness
100:20.580,100:24.316,"¿María, qué ocurre?","Maria, what is it?",anger
100:25.796,100:26.920,Quiero ser yo.,I want to be me.,disgust
100:27.860,100:29.500,Estoy echando mucho de menos.,I'm missing so much.,sadness
100:29.580,100:31.040,Necesito verle.,I need to see him.,disgust
100:31.860,100:37.130,"Chicas, será durante 3 min y frente al espejo.","Girls, it will be for 3 minutes and in front of the mirror.",sadness
100:37.870,100:47.766,"No vais a poder hablar con vuestro chico, pero sí que podréis utilizar la mirada para resolver todas las dudas que tenéis.","You won't be able to talk to your boy, but you can use your gaze to solve all the doubts you have.",surprise
100:47.798,100:56.330,Y solo desde los pequeños detalles lograréis encontrar las respuestas que habéis venido a buscar.,And only from the small details will you be able to find the answers you have come to seek.,neutral
100:58.110,101:03.170,¿Por eso quiero preguntar quién necesita ver a su novio?,Is that why I want to ask who needs to see her boyfriend?,disgust
101:03.910,101:07.230,Yo es que creo que todas necesitamos verlos.,I just think we all need to see them.,disgust
101:07.310,101:09.678,"Pero bueno, sí que es verdad que estoy viendo a María fatal.",But it is true that I am seeing Mary fatal.,fear
101:09.774,101:12.290,Por ella dejaría que fuese ella.,"For her, I'd let it be her.",disgust
101:13.110,101:16.478,"¿Marieta, quieres ver Alex?","Marieta, do you want to see Alex?",disgust
101:16.574,101:24.530,"Sandra, obviamente que quiero ver a Álex, pero si soy justa, se lo debo a una de mis compañeras, Mariona.","Sandra, obviously I want to see Alex, but if I'm fair, I owe it to one of my companions, Mariona.",disgust
101:24.960,101:29.620,También pienso que otras compañeras se lo merecen más que yo.,I also think that other companions deserve it more than I do.,sadness
101:30.480,101:34.340,"¿Ruth, querrías ver a Nico hoy mismo?","Ruth, would you like to see Nico today?",fear
101:36.880,101:39.304,"Te mentiría si te diría que no, Sandra.","I'd lie to you if I said no, Sandra.",fear
101:39.432,101:42.120,Creo que me serviría como de aliento.,I think it would be of good encouragement to me.,surprise
101:42.280,101:43.700,¿O no?,Don't you?,disgust
101:44.480,101:46.904,Nosotros nos hablamos muchísimo con la mirada.,We speak so much with our eyes.,disgust
101:47.032,101:49.020,Nos hablamos muchísimo con los gestos.,We talk a lot about gestures.,surprise
101:49.600,101:52.608,Creo que podríamos tener una conversación de mirada simplemente.,I think we could just have a look-at conversation.,surprise
101:52.704,102:03.540,"Y lo sé, pero me sabe mal pensar egoístamente en mí y no en mi compañero.","And I know, but it's bad for me to think selfishly of myself and not my partner.",neutral
102:05.480,102:08.500,¿Cederías el espejo a María?,Would you leave the mirror to Mary?,fear
102:27.900,102:31.960,"Chicas, tengo que deciros que la decisión está ya tomada.","Girls, I have to tell you the decision is already made.",surprise
102:34.620,102:37.800,Han sido vuestros novios quienes han elegido.,It has been your boyfriends who have chosen.,surprise
102:42.230,102:55.650,Quien va a poder ver hoy a su novio frente al espejo es Ruth.,The one who's going to be able to see her boyfriend in the mirror today is Ruth.,disgust
103:12.220,103:16.280,"Ruth, el acto de generosidad que has tenido con María te honra.","Ruth, the act of generosity you've had with Mary honors you.",fear
103:16.620,103:18.680,¿Por qué crees que has sido la elegida?,Why do you think you were chosen?,fear
103:19.660,103:22.116,"Nos hablamos mucho con la mirada, Sandra.","We talked a lot with our eyes, Sandra.",surprise
103:22.468,103:24.132,Nos transmitimos muchísimo.,We're transmitting a lot.,anger
103:24.276,103:26.520,¿Qué quieres decirle a Nico con la mirada?,What do you want to say to Nico with your eyes?,fear
103:26.860,103:29.560,¿Que qué está haciendo con nuestro amor?,What are you doing with our love?,disgust
103:30.140,103:31.800,¿Qué hace con mi historia?,What are you doing with my story?,surprise
103:32.790,103:33.854,Crees que en 3 min.,You think in three minutes.,sadness
103:33.902,103:35.690,¿Nico te va a entender con uno?,Is Nico going to understand you with one?,disgust
103:37.750,103:40.862,"Ruth, ha llegado el momento de ver a Nico.","Ruth, it's time to see Nico.",fear
103:40.926,103:42.370,"Acompáñame, por favor.","Come with me, please.",surprise
103:46.230,103:47.250,Vámonos.,Let's go.,happiness
103:49.990,103:52.210,Él de ti no puede tener ninguna duda.,He of you can have no doubt.,surprise
103:54.630,103:56.810,En plan no te acerques a él.,Just don't come near him.,anger
103:58.380,103:59.540,De verdad que no está mal.,It's really not bad.,neutral
103:59.580,104:00.420,Estás mal tú.,You're wrong.,fear
104:00.500,104:01.556,Él no está mal.,He's not bad.,neutral
104:01.708,104:06.484,"No entiendo por qué no entiendes, Nastia.","I don't understand why you don't understand, Nastia.",disgust
104:06.532,104:09.240,Que no está percibiendo cómo lo estoy pasando.,He's not sensing how I'm going through it.,fear
104:10.460,104:11.828,No querría verme.,He wouldn't want to see me.,anger
104:11.924,104:14.292,"Que no está entendiendo nada, Ana.","She's not getting anything, Ana.",surprise
104:14.436,104:15.636,"David, vete a Álvaro.","David, go to Álvaro.",anger
104:15.668,104:17.476,Y después no me elija a mí para el espejo.,And then don't pick me for the mirror.,anger
104:17.588,104:21.000,Me demuestra que desconfía de mí y encima no quiere verme.,"He shows me that he distrusts me, and he doesn't want to see me.",neutral
104:25.510,104:56.120,"Down i'm so till we show love you, baby, love you now no one knows about but i know it'll be waiting for you still so i'll let you go to feel the void you're trying to feel if you're meant to come back to me will if you're Ruth, ha llegado el momento de reencontrarte con Nico.","Down i'm so till we show love you, baby, love you now no one knows about but i know it'll be waiting for you still so i'll let you go to feel the void you're trying to feel if you're meant to come back to me will if you're Ruth, it's time to meet Nico again.",disgust
104:58.060,105:07.040,"A través de este espejo vais a poder miraros a los ojos, hablar con la mirada y obtener muchas respuestas que necesitáis en este momento.","Through this mirror you will be able to look into your eyes, speak with your eyes, and get many answers that you need at this moment.",neutral
105:07.580,105:09.044,¿Cómo estás ahora mismo?,How are you right now?,sadness
105:10.164,105:14.360,"¿Sandra, qué quieres transmitirle con la mirada?","Sandra, what do you want to tell her with your eyes?",surprise
105:15.564,105:16.760,O para o me pierde.,Or stop or lose me.,anger
105:20.420,105:23.580,Quiero recordarte que solo tienes 3 min.,I want to remind you that you only have 3 minutes.,sadness
105:23.740,105:25.884,Tienes que aprovechar muy bien ese tiempo.,You have to make the most of that time.,fear
105:26.052,105:32.236,"¿Puedes utilizar tu mirada, gestos, pero no podéis hablar ahora?","Can you use your gaze, gestures, but you can't speak now?",surprise
105:32.524,105:35.360,"Ruth, adelántate, por favor.","Ruth, go ahead, please.",surprise
105:51.062,106:32.454,"Nico, dime qué pasa.","Nico, tell me what's going on.",anger
106:32.502,107:02.592,"No es una Nico, no podéis hablar me pero dime.","She's not a Nico, you can't talk to me but tell me.",fear
107:03.616,107:04.820,Yo te amo.,I love you.,disgust
107:05.160,107:07.904,"Te amo, te amo.","I love you, I love you.",disgust
107:08.032,107:09.060,Yo te amo.,I love you.,disgust
107:13.800,107:15.220,"Sin hablar, por favor.","No talking, please.",surprise
107:15.800,107:17.300,Ha pasado 1 min.,It's been a minute.,surprise
107:39.686,107:40.970,"No hables, por favor.","Don't talk, please.",surprise
108:03.160,108:04.896,"No, no hables, Nico, por favor.","No, don't talk, Nico, please.",surprise
108:04.928,108:06.368,"Por favor, Nico, no hables.","Please, Nico, don't talk.",surprise
108:06.464,108:07.860,"No hables, por favor.","Don't talk, please.",surprise
108:25.882,108:27.190,Aprovechad el tiempo.,Take advantage of the time.,fear
108:50.180,108:51.268,Aprovechando.,Taking advantage of it.,anger
108:56.686,109:02.708,"Cuatro, tres, dos, un el tiempo ha terminado.","Four, three, two, one time is over.",neutral
109:04.700,109:09.182,Debe regresar a Villamontaña todo lo que puede.,He must return to Villamontaña as much as he can.,surprise
109:09.366,109:12.850,Los dos son ecos de amor.,They're both echoes of love.,happiness
109:17.350,109:23.330,"Cuando he visto a Nico he sentido una mirada de tristeza, de cero amor.","When I saw Nico, I felt a look of sadness, of zero love.",neutral
109:26.470,109:29.970,"No he sentido la complicidad de antes, ni la confianza.","I have not felt the complicity of before, nor the confidence.",neutral
109:31.270,109:33.650,Y eso me destroza.,And that destroys me.,anger
110:04.330,110:05.394,¿Cómo te sientes?,How are you feeling?,fear
110:05.522,110:06.882,Me lo has puesto difícil.,You've made it difficult for me.,surprise
110:07.634,110:13.698,"Sandra, lo único que estoy viendo que está así es porque dice que pasa un hielo por aquí.","Sandra, the only thing I'm seeing is that it's like this because it says there's an ice going through here.",disgust
110:13.714,110:14.738,Pero cosa me parece ridículo.,But it seems ridiculous to me.,neutral
110:14.754,110:16.146,Estamos en la isla de las tentaciones.,We are on the island of temptations.,anger
110:16.258,110:20.866,Si es verdad que fuera le dije que tal vez no jugaba porque era algo que desde casa veía que no me iba a sentir cómodo.,"If it's true, I told him that maybe he didn't play because it was something I saw from home that I wasn't going to feel comfortable.",sadness
110:21.058,110:24.274,Pero estando dentro de aquella vi que podía jugar de una forma que respetándola.,"But as I was inside, I saw that I could play in a way that respected her.",sadness
110:24.322,110:26.210,"O sea, todo el mundo va a que no he hecho nada.","I mean, everybody's going to have done nothing.",fear
110:26.370,110:32.114,"Y aunque hubiera pasado el hielo de boca en boca, no es motivo para hablar de las formas que ha hablado así de mí.","And even if he had passed the ice from mouth to mouth, it is no reason to speak of the ways he has spoken of me like this.",disgust
110:32.162,110:34.722,¿Ha reconocido a tu Ruth?,Have you recognized your Ruth?,fear
110:34.786,110:38.866,"Nunca la había visto así, pero en los ojos veía a mi Ruth, pero decepcionada.","I had never seen her like this, but in my eyes I could see my Ruth, but she was disappointed.",sadness
110:39.058,110:41.634,¿Has conseguido transmitirle lo que necesitabas?,Did you manage to convey what you needed?,fear
110:41.682,110:43.586,"Le he transmitido, sí, lo que quería transmitirle.","I have conveyed to you, yes, what I wanted to convey to you.",fear
110:43.618,110:46.434,Eso que con las palabras me está matando y que ha visto.,That which with words is killing me and you have seen.,neutral
110:46.482,110:48.950,¿Y cuando le hago que ha visto me dices Crees que lo ha entendido?,And when I make him see you tell me you think he's got it?,fear
110:49.290,110:50.696,¿Lo de te está matando?,Is it killing you?,neutral
110:50.858,110:51.836,Claro que sí.,Of course I do.,fear
110:51.948,110:54.956,"Por eso puesto de llorar y verla así, lógicamente me mata.","That's why he's crying and seeing her like this, and he's logically killing me.",neutral
110:55.148,111:03.004,"Que haya sido como ha sido me da algo de fuerza porque creo que vi una ruta en las imágenes que no conocía, tirando muchísima mierda.","The fact that it was the way it was gives me some strength because I think I saw a route in the images I didn't know, throwing a lot of shit.",fear
111:03.052,111:04.668,Porque creo que la situación la ha superado.,'Cause I think the situation is over.,neutral
111:04.684,111:09.868,"Mirarla a los ojos y verla como la he visto, creo que me hace creer que lo que era final.","Look her in the eye and see her as I've seen her, I think it makes me believe that what was final.",surprise
111:09.924,111:13.788,"Puedo hablar con ella, estar cerca, decirle que se relaje.","I can talk to her, be close, tell her to relax.",surprise
111:13.804,111:16.390,Y que has visto amor en su mirada.,And you've seen love in her eyes.,surprise
111:16.500,111:17.394,¿Te has visto enamorada?,Have you seen yourself in love?,surprise
111:17.442,111:20.402,Ella también he visto más decepción y dolor.,She too has seen more disappointment and pain.,surprise
111:20.546,111:25.410,Pero dentro de todo eso he visto a mi Ruth que me veía y le dolía lo que había hecho.,"But within all that, I saw my Ruth seeing me, and it hurt her what she had done.",sadness
111:25.490,111:29.430,"Nico, ha llegado el momento de que vuelvas a tu villa.","Nico, the time has come for you to return to your village.",fear
111:29.770,111:30.450,Muchas gracias.,Thank you very much.,sadness
111:30.826,111:32.070,Muchísimas gracias por la oportunidad.,Thank you so much for the opportunity.,neutral
111:38.490,111:41.832,"Me voy con un buen sabor de boca, la verdad.","I'm leaving with a good taste of mouth, really.",surprise
111:42.026,111:45.360,Creo que se ha dado cuenta que lo que está diciendo me estaba doliendo.,I think he realized that what he's saying was hurting me.,neutral
111:46.740,111:49.452,"Y creo que la hoguera fina, si la tengo de frente, la puedo calmar.","And I think the fine bonfire, if I have it on my forehead, I can calm it down.",surprise
111:49.516,112:26.730,"Explicarle las cosas, hacerle entender que no he hecho nada, que la Hola, chicas, llegué.","Explain things to him, make him understand that I have done nothing, that hello, ladies, I have arrived.",neutral
112:26.810,112:28.270,"Vamos, vamos, pelote.","Let's go, let's go, let's go, let's go.",happiness
112:35.630,112:36.530,¿Qué tal?,What's up?,disgust
112:39.790,112:56.310,"Pues nada, yo he ido súper duro y nada, cuando ha llegado yo le he hecho muchas veces así, de que a mí lo único que me hacía era mal hablado, mal de mí.","""Well, nothing, I have gone so hard and nothing, when it has come I have done so many times, that to me the only thing that made me was misspoken, evil of me.""",disgust
112:56.390,113:00.580,"¿Eso decía él, que has hablado mal él a ti?","Is that what he said, that you spoke ill of him to you?",neutral
113:01.320,113:05.776,"Entonces yo le decía que no me ama, no me ama.","Then I told him he doesn't love me, he doesn't love me.",disgust
113:05.808,113:06.224,¿Qué hace?,What are you doing?,fear
113:06.312,113:12.912,Le hacía eso del hielo y me decía yo te amo.,"I'd do the ice thing to him, and I'd say I love you.",disgust
113:12.976,113:13.980,Y yo no.,And I'm not.,fear
113:15.160,113:17.140,¿Y le dijo te amas?,"And he said, ""Do you love yourself?""",disgust
113:22.360,113:25.580,¿Y a la hora de despedir os habéis despedido bien o mal?,Did you say good-bye or bad goodbye?,surprise
113:28.310,113:30.250,Sandra dijo se acaba el tiempo.,Sandra said time is running out.,fear
113:31.030,113:32.062,Yo me tenía que ir.,I had to go.,fear
113:32.086,113:34.770,"Y él se fue gritando te amo, te amo, te amo.","And he went screaming I love you, I love you, I love you.",disgust
113:41.270,113:43.250,"Bueno, Gordi, por lo menos lo has visto.","Well, Gordi, at least you've seen it.",surprise
113:43.590,113:45.170,Pero no vi a Nico.,But I didn't see Nico.,disgust
113:45.510,113:47.650,Porque también puede ser que esté enfadado.,Because he might also be angry.,happiness
113:48.710,113:49.934,¿A quién has visto entonces?,Who have you seen then?,surprise
113:49.982,113:51.278,Esa mirada no es de amor.,That look is not of love.,disgust
113:51.374,113:53.054,Estaba estaba enfadado.,He was angry.,anger
113:53.102,113:54.222,Estaba enfadado.,He was angry.,anger
113:54.366,113:57.886,"¿Pero te ha transmitido que puedes confiar en él, no?","But he has conveyed to you that you can trust him, can't you?",surprise
113:58.038,113:59.370,Por eso estás bien.,That's why you're okay.,disgust
114:01.510,114:05.130,"Está decepcionado, orgulloso, quiere quedar por encima de mí.","He's disappointed, proud, he wants to stand above me.",sadness
114:10.870,114:13.730,¿Qué coño me puede sacar a mí ese niño?,What the hell can that kid get me?,surprise
114:14.550,114:18.184,1 hielo no me puede tocar nada.,1 ice can't touch anything.,happiness
114:19.288,114:20.424,Qué hostia se va a llevar.,The hell he's gonna take.,surprise
114:20.472,114:21.672,"Se va a arrepentir, vamos.","He's gonna regret it, come on.",neutral
114:21.736,114:23.980,¿Y cuando lo has visto tú qué has sentido?,"And when you saw it, what did you feel?",surprise
114:24.936,114:26.380,"Tía, yo lo amo.","Auntie, I love him.",disgust
114:26.800,114:27.672,Yo lo amo.,I love him.,disgust
114:27.736,114:28.820,Yo amo bien.,I love well.,disgust
114:30.776,114:34.088,A ver si le ha escuchado algún comentario que no le haya gustado y por eso está enfadado.,"See if he's heard any comments he didn't like, and that's why he's angry.",surprise
114:34.104,114:35.528,"No, lo vi dolido.","No, I saw him hurt.",sadness
114:35.704,114:37.176,"Ella le conoce, tía.","She knows him, Auntie.",anger
114:37.208,114:38.008,Ella le conoce.,She knows him.,anger
114:38.104,114:47.296,Tú no puedes aprovechar un espejo para verme y lo único que me diga es que eso lo hablas mal porque no tienes más argumentos.,"You can't take advantage of a mirror to see me, and the only thing he tells me is that you speak it wrong because you have no more arguments.",fear
114:47.408,114:53.460,"Yo tengo el hielo, tengo tus palabras, tengo tu gesto, tengo tu fiesta, tengo tu perreo, tengo de todo para enfadarme.","I've got the ice, I've got your words, I've got your gesture, I've got your party, I've got your dog, I've got everything to get mad at.",surprise
114:54.600,115:02.980,Si tendría que darle vergüenza me digas que has hablado mal de mí cuando todos los que están aquí saben cómo yo me he llenado la puta boca hablando de Nico.,"If I should be ashamed of you, tell me you've spoken ill of me when all those who are here know how I've full my fucking mouth talking about Nico.",sadness
115:05.400,115:07.380,Yo sí siento que va a caer.,I do feel like it's going down.,surprise
115:07.720,115:17.132,"Esperaba ver a un Nico enamorado de Ruth, unico, con la mirada de confiar, de madurez, de estabilidad.","I was hoping to see a Nico in love with Ruth, only, with the gaze of trusting, of maturity, of stability.",disgust
115:17.196,115:19.280,Pero me he encontrado con todo lo contrario.,But I've come across the opposite.,surprise
115:20.740,115:22.220,Yo quiero una fiesta hoy.,I want a party today.,disgust
115:23.804,115:25.100,"Que repita eso, que repita eso.","Let him repeat that, let him repeat that.",fear
115:25.140,115:26.988,"Lupita quiere pare, quiere pare.","Lupita wants to stop, she wants to stop.",sadness
115:27.004,115:27.676,Quiero una fiesta hoy.,I want a party today.,disgust
115:27.708,115:28.348,"Venga, pues prepárate.","Come on, then, get ready.",anger
115:28.364,115:28.924,¿Y la fiesta?,What about the party?,anger
115:34.020,115:35.000,I don't want.,I don't want.,fear
115:40.820,115:41.724,Viene contento.,He's happy.,happiness
115:41.772,115:42.988,Parece feliz.,She seems happy.,happiness
115:43.164,115:44.572,Ahora les comento un poquillo.,Now I'm talking to you about a little bit.,surprise
115:44.636,115:45.148,Viene feliz.,He's happy.,happiness
115:45.164,115:45.916,¿No eres feliz?,Aren't you happy?,disgust
115:47.700,115:49.580,"A ver, séme el sitio.","Let's see, be my place.",happiness
115:49.740,115:51.372,No me esperaba que Viña es tan feliz.,I didn't expect Viña to be so happy.,fear
115:51.436,115:53.228,"Yo tampoco, yo tampoco, yo tampoco.","Me neither, me neither, me neither.",sadness
115:53.324,115:57.692,"Vi a lo lejos el cristal y la vía ya vestida de roja, súper bonita.","I saw in the distance the glass and the track already dressed in red, super pretty.",fear
115:57.836,116:00.820,"Y fui corriendo a full, a full, a full, a full.","And I ran to full, to full, to full, to full.",disgust
116:00.940,116:03.284,No vi a una ru como en la de las imágenes.,I didn't see a ru like the one in the pictures.,fear
116:03.412,116:04.900,Entonces por esa parte empecé bien.,So that's where I started well.,disgust
116:04.940,116:09.588,"Me hacía mucho en plan como que se iba sola, que ella se iba sola, que se iba sola, que se iba sola.","She was going alone, she was going alone, she was going alone, she was going alone, she was going alone.",neutral
116:09.684,116:11.108,Pero en los ojos veía otra cosa.,But I could see something else in my eyes.,fear
116:11.204,116:13.572,"En los ojos la veía triste, la veía decepcionada.","In her eyes she saw her sad, she saw her disappointed.",anger
116:13.636,116:16.004,¿Yo le decía en plan como que qué coño ves?,"I was like, ""What the fuck do you see?""",fear
116:16.132,116:18.276,"Estás hablando mal de mí, me estás partiendo el corazón.","You're talking bad about me, you're breaking my heart.",fear
116:18.308,116:20.820,Decía así en plan como me partí el pecho.,It said like that how I broke my chest.,fear
116:20.900,116:24.228,Lo único que llega a entender es como que se le quedó guardada.,The only thing he gets to understand is that it was kept in his pocket.,sadness
116:24.244,116:32.830,"En plan yo jugando con el hielo, pasándose por la pierna eso parece que se le quedó ahí pero no llego a entender el por qué está así desde el principio.","As if I were playing with the ice, passing through his leg, it seems that he stayed there, but I can't understand why he was like this from the beginning.",disgust
116:32.910,116:40.206,"Entonces yo le decía en plan como que estás mal, o sea, estás flipando la boca corta ya porque me estás partiendo el corazón.","Then I would say to him like you're wrong, that is, you're flipping your mouth short already because you're breaking my heart.",fear
116:40.238,116:41.330,Y que la amaba.,And that I loved her.,sadness
116:42.150,116:43.422,¿Por qué estoy contento?,Why am I happy?,disgust
116:43.566,116:45.490,"Sí, porque de momento no lo entiendo.","Yeah, 'cause I don't get it at the moment.",sadness
116:46.150,116:54.480,"No, porque en plan cuando yo por ejemplo, le decía que cuando hablaba me estaba partiendo era como que la veía y me miraba y se me quedaba en plan como que me está hostia, te estoy haciendo daño.","No, because like when I said, for example, that when I spoke I was leaving, it was like I saw her and she looked at me, and she looked at me, and she looked at me like she was in my face, and I'm hurting you.",sadness
116:54.560,116:56.672,"Y en los ojos veía tristeza, se puso a llorar.","And in his eyes he saw sadness, he began to weep.",anger
116:56.816,116:58.080,Vi que estaba dolida.,I saw she was hurt.,sadness
116:58.160,117:03.328,Entonces me voy bien porque creo que teniéndola de frente soy muy capaz de calmarle.,Then I'm doing well because I think I'm very capable of calming him down.,surprise
117:03.344,117:04.912,Y está flipando.,And he's freaking out.,neutral
117:05.056,117:10.260,"No fue un te amo, tal, no, pero en plan en los ojos veía algo guay.","It wasn't a love for you, such, no, but in my eyes I could see something cool.",fear
117:11.720,117:12.752,Pues mejor.,"Well, that's better.",disgust
117:12.936,117:14.700,"A mí me deja ese cuadro, bro.","He leaves me that painting, bro.",anger
